"","Survey","Year","Cruise.Join.ID","Haul.Join.ID","Catch.Join.ID","Vessel.Number","Cruise.Number","Haul.Number","Starting.Latitude..dd.","Starting.Longitude..dd.","Ending.Latitude..dd.","Ending.Longitude..dd.","Stratum","Stratum.INPFC.Area","Stratum.Min.Depth..m.","Stratum.Max.Depth..m.","Stratum.Description","Stratum.Regulatory.Area.Name","Stratum.Type","Domain","Density","Gear.Performance","Satisfactory.Gear.Performance","Gear.Performance.Note","Gear.Depth","Bottom.Depth","Surface.Temperature","Gear.Temperature","Distance.Fished..km.","Net.Width..m.","Species.Code","Common.Name","Scientific.Name","Weight..kg.","Number.of.Fish","Effort..km2.","Weight.CPUE..kg.km2.","Number.CPUE..number.km2.","akfin_load_date"
"2708","GOA",2003,1173315,1173524,NA,134,200301,36,54.50286,-164.0125,54.50086,-163.9912,11,"Shumagin",1,100,"Davidson Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",73,80,6.7,6.1,1.42,15.745,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.0223579,0,0,"29-Sep-21"
"2709","GOA",2003,1173315,1173533,NA,134,200301,45,53.99015,-163.24921,53.99392,-163.2296,11,"Shumagin",1,100,"Davidson Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",91,98,6.4,6.2,1.374,15.864,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.021797136,0,0,"29-Sep-21"
"2710","GOA",2003,1173315,1173534,1178430,134,200301,46,54.07476,-162.93179,54.08294,-162.9171,11,"Shumagin",1,100,"Davidson Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",71,78,6,6,1.353,13.468,30060,"Pacific ocean perch","Sebastes alutus",0.372,1,0.018222204,20.41465456,54.87810366,"29-Sep-21"
"2711","GOA",2001,1077655,1077747,1079931,57,200101,109,55.6269,-156.7758,55.63976,-156.7791,121,"Chirikof",101,200,"Shelikof Edge","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",133,139,9.7,5.5,1.551,16.648,30060,"Pacific ocean perch","Sebastes alutus",1.254,5,0.025821048,48.56503113,193.640475,"29-Sep-21"
"2712","GOA",2001,1077655,1077762,1080258,57,200101,127,56.60339,-155.98331,56.60257,-155.9595,220,"Chirikof",201,300,"Lower Shelikof Gully","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",NA,284,10.1,NA,1.499,16.774,30060,"Pacific ocean perch","Sebastes alutus",0.746,1,0.025144226,29.66883928,39.77056204,"29-Sep-21"
"2713","GOA",2001,1077655,1077901,NA,57,200101,150,56.33552,-153.1629,56.33832,-153.1403,31,"Kodiak",1,100,"Albatross Banks","CENTRAL GOA","SHELF",NA,NA,1,"Y","Hung up",57,64,10,8.2,1.457,14.807,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.021573799,0,0,"29-Sep-21"
"2714","GOA",1993,784788,784731,785111,92,199301,280,59.42433,-148.2315,59.40417,-148.19733,133,"Kodiak",101,200,"Kenai Flats","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",203,203,13.5,5.3,2.982,17.52,30060,"Pacific ocean perch","Sebastes alutus",0.454,2,0.05224464,8.689886656,38.28143901,"29-Sep-21"
"2715","GOA",1993,784788,784758,797056,92,199301,307,59.75733,-149.0335,59.73533,-149.00433,133,"Kodiak",101,200,"Kenai Flats","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",198,198,12,5.6,2.982,19.31,30060,"Pacific ocean perch","Sebastes alutus",1.134,2,0.05758242,19.69351062,34.73282297,"29-Sep-21"
"2716","GOA",1993,784788,784763,NA,92,199301,312,59.817,-147.032,59.79133,-147.024,140,"Yakutat",101,200,"Middleton Shelf","EASTERN GOA","SHELF",NA,NA,0,"Y","Good performance",187,187,12.8,5.5,2.889,18.03,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.05208867,0,0,"29-Sep-21"
"2717","GOA",1996,881076,881690,NA,100,199601,35,54.18686,-162.5825,54.17908,-162.6096,11,"Shumagin",1,100,"Davidson Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",78,78,5.9,4.5,2.012,15.329,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.030841948,0,0,"29-Sep-21"
"2718","GOA",1996,881076,881704,885674,100,199601,49,54.29642,-160.9687,54.28833,-160.9524,210,"Shumagin",201,300,"Shumagin Slope","WESTERN GOA","SLOPE",NA,NA,0,"Y","Good performance",238,238,6.9,5.2,1.41,15.812,30060,"Pacific ocean perch","Sebastes alutus",10,15,0.02229492,448.5326702,672.7990053,"29-Sep-21"
"2719","GOA",1996,881076,881734,884904,100,199601,79,54.58151,-158.8481,54.57759,-158.8276,122,"Chirikof",101,200,"Chirikof Outer Shelf","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",154,154,7.1,5.4,1.407,16.262,30060,"Pacific ocean perch","Sebastes alutus",43.6,76,0.022880634,1905.541603,3321.586281,"29-Sep-21"
"2720","GOA",1999,978773,985933,986449,57,199901,243,55.01481,-134.4053,55.00598,-134.3981,351,"Southeastern",301,500,"Southeastern Slope","EASTERN GOA","SLOPE",NA,NA,6.22,"Y","Wire out greater than recommended scope",301,301,10.9,5.3,1.1,15.756,30060,"Pacific ocean perch","Sebastes alutus",39.8,55,0.0173316,2296.383485,3173.394263,"29-Sep-21"
"2721","GOA",1999,978774,991275,996941,94,199901,9,53.32517,-166.4149,53.31905,-166.4335,210,"Shumagin",201,300,"Shumagin Slope","WESTERN GOA","SLOPE",NA,NA,0,"Y","Good performance",236,236,4.9,5.2,1.419,15.89,30060,"Pacific ocean perch","Sebastes alutus",26.3,41,0.02254791,1166.405223,1818.350348,"29-Sep-21"
"2722","GOA",1999,978774,991292,NA,94,199901,26,54.23314,-164.3933,54.22529,-164.4114,11,"Shumagin",1,100,"Davidson Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",92,92,4.8,3.5,1.53,15.282,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.02338146,0,0,"29-Sep-21"
"2723","GOA",1993,784788,784781,NA,92,199301,330,60.27283,-145.99567,60.27267,-145.946,41,"Yakutat",1,100,"Middleton Shallows","EASTERN GOA","SHELF",NA,NA,0,"Y","Good performance",70,70,12.9,7.6,2.741,16.95,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.04645995,0,0,"29-Sep-21"
"2724","GOA",1996,881076,881751,884524,100,199601,96,55.2924,-156.6652,55.29585,-156.6428,122,"Chirikof",101,200,"Chirikof Outer Shelf","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",114,114,8.1,5.2,1.5,16.056,30060,"Pacific ocean perch","Sebastes alutus",290.009,463,0.024084,12041.56286,19224.38133,"29-Sep-21"
"2725","GOA",1996,881076,881755,NA,100,199601,100,55.61568,-156.5323,55.60384,-156.5229,220,"Chirikof",201,300,"Lower Shelikof Gully","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",253,253,7.5,5.7,1.451,16.538,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.023996638,0,0,"29-Sep-21"
"2726","GOA",1996,881076,881770,NA,100,199601,115,56.16516,-155.9353,56.15203,-155.9429,121,"Chirikof",101,200,"Shelikof Edge","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",115,115,8.4,5,1.561,15.236,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.023783396,0,0,"29-Sep-21"
"2727","GOA",1999,978774,991293,NA,94,199901,27,54.43985,-163.9398,54.45256,-163.9384,11,"Shumagin",1,100,"Davidson Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",79,79,3.7,3,1.439,15.737,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.022645543,0,0,"29-Sep-21"
"2728","GOA",1999,978774,991305,NA,94,199901,39,54.6646,-160.4373,54.67279,-160.454,110,"Shumagin",101,200,"Sanak Gully","WESTERN GOA","GULLY",NA,NA,0,"Y","Good performance",102,102,4.8,3.5,1.415,16.455,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.023283825,0,0,"29-Sep-21"
"2729","GOA",1999,978774,991306,NA,94,199901,40,54.63657,-160.3451,54.63905,-160.3674,110,"Shumagin",101,200,"Sanak Gully","WESTERN GOA","GULLY",NA,NA,0,"Y","Good performance",114,114,5.1,NA,1.503,16.434,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.024700302,0,0,"29-Sep-21"
"2730","GOA",1999,978774,991221,NA,94,199901,70,55.47925,-158.1232,55.47148,-158.1434,120,"Chirikof",101,200,"East Shumagin Gully","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",128,128,5.7,4.4,1.553,17.12,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.02658736,0,0,"29-Sep-21"
"2731","GOA",1999,978774,991226,995737,94,199901,75,55.98745,-157.7864,56.00232,-157.7834,120,"Chirikof",101,200,"East Shumagin Gully","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",121,121,4.5,2.6,1.69,17.387,30060,"Pacific ocean perch","Sebastes alutus",0.4,1,0.02938403,13.61283663,34.03209158,"29-Sep-21"
"2732","GOA",2001,1077655,1077783,NA,57,200101,260,58.43916,-152.0731,58.4366,-152.04919,30,"Kodiak",1,100,"Albatross Shallows","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",118,126,8.6,7.6,1.468,15.164,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.022260752,0,0,"29-Sep-21"
"2733","GOA",2001,1077655,1077789,NA,57,200101,267,58.57252,-151.995,58.5586,-151.993,132,"Kodiak",101,200,"Barren Islands","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",151,158,10.9,6,1.571,16.173,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.025407783,0,0,"29-Sep-21"
"2734","GOA",2001,1077656,1077935,1084470,94,200101,13,53.59893,-165.4754,53.59278,-165.49609,210,"Shumagin",201,300,"Shumagin Slope","WESTERN GOA","SLOPE",NA,NA,2.1,"Y","Wing damaged",254,261,5.5,5,1.561,16.412,30060,"Pacific ocean perch","Sebastes alutus",341.874,514,0.025619132,13344.48021,20063.13094,"29-Sep-21"
"2735","GOA",1993,279,26621,528035,21,199309,57,56.194,-135.39783,56.216,-135.41883,250,"Southeastern",201,300,"Baranof-Chichagof Slope","EASTERN GOA","SLOPE",NA,NA,0,"Y","Good performance",216,216,12.7,4.9,2.778,14.9,30060,"Pacific ocean perch","Sebastes alutus",67.358,98,0.0413922,1627.311426,2367.595827,"29-Sep-21"
"2736","GOA",1993,279,26639,NA,21,199309,75,57.905,-136.921,57.91817,-136.93767,350,"Southeastern",301,500,"Southeastern Deep Gullies","EASTERN GOA","GULLY",NA,NA,0,"Y","Good performance",455,455,13.6,3.8,1.759,16.189,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.028476451,0,0,"29-Sep-21"
"2737","GOA",1996,881076,881790,NA,100,199601,135,56.97997,-155.3005,56.99279,-155.2923,220,"Chirikof",201,300,"Lower Shelikof Gully","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",246,246,8.8,5.5,1.525,15.277,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.023297425,0,0,"29-Sep-21"
"2738","GOA",1996,881076,881808,NA,100,199601,153,57.31978,-152.2585,57.32801,-152.2401,31,"Kodiak",1,100,"Albatross Banks","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",66,66,NA,NA,1.458,15.587,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.022725846,0,0,"29-Sep-21"
"2739","GOA",1996,881076,881827,NA,100,199601,172,56.71541,-155.1603,56.72754,-155.1654,22,"Chirikof",1,100,"Chirikof Bank","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",79,79,9.6,5.7,1.416,15.56,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.02203296,0,0,"29-Sep-21"
"2740","GOA",1999,978774,991243,NA,94,199901,92,56.57451,-157.7666,56.56203,-157.7693,20,"Chirikof",1,100,"Upper Alaska Peninsula","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",100,100,5,4.1,1.454,16.517,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.024015718,0,0,"29-Sep-21"
"2741","GOA",2001,1077655,1077882,NA,57,200101,187,56.97221,-153.0598,56.95908,-153.0752,130,"Kodiak",101,200,"Albatross Gullies","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",NA,134,10,NA,1.788,16.727,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.029907876,0,0,"29-Sep-21"
"2742","GOA",2001,1077655,1077792,NA,57,200101,192,57.55391,-152.0992,57.56542,-152.0858,31,"Kodiak",1,100,"Albatross Banks","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",NA,79,NA,NA,1.538,15.228,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.023420664,0,0,"29-Sep-21"
"2743","GOA",1993,279,26698,529394,21,199309,134,59.14133,-141.47883,59.11883,-141.49983,340,"Yakutat",301,500,"Yakutat Gullies","EASTERN GOA","GULLY",NA,NA,0,"Y","Good performance",362,362,13.9,4,2.778,16.065,30060,"Pacific ocean perch","Sebastes alutus",0.862,1,0.04462857,19.31498141,22.40717101,"29-Sep-21"
"2744","GOA",2003,1166835,1167098,1193072,147,200301,272,55.85667,-134.9787,55.84637,-134.989,151,"Southeastern",101,200,"Prince of Wales Shelf","EASTERN GOA","SHELF",NA,NA,0,"Y","Good performance",185,192,NA,NA,1.357,15.699,30060,"Pacific ocean perch","Sebastes alutus",282.46,935,0.021303543,13258.82742,43889.41314,"29-Sep-21"
"2745","GOA",2003,1166835,1167099,1193083,147,200301,273,55.83049,-134.66,55.83784,-134.6777,151,"Southeastern",101,200,"Prince of Wales Shelf","EASTERN GOA","SHELF",NA,NA,0,"Y","Good performance",168,175,10.3,5.5,1.402,16.642,30060,"Pacific ocean perch","Sebastes alutus",4.76,43,0.023332084,204.0109233,1842.95582,"29-Sep-21"
"2746","GOA",2005,-609,-13301,NA,147,200501,103,56.65509,-157.754,56.64291,-157.76221,20,"Chirikof",1,100,"Upper Alaska Peninsula","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",35,42,8.5,7.5,1.484,15.276,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.022669584,0,0,"29-Sep-21"
"2747","GOA",2005,-609,-13314,NA,147,200501,116,57.40858,-156.0644,57.41243,-156.0453,20,"Chirikof",1,100,"Upper Alaska Peninsula","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",25,32,10,8.5,1.24,14.88,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.0184512,0,0,"29-Sep-21"
"2748","GOA",2005,-609,-13328,NA,147,200501,130,56.91311,-154.08681,56.92273,-154.07179,22,"Chirikof",1,100,"Chirikof Bank","CENTRAL GOA","SHELF",NA,NA,5.5,"Y","Net crabbing severely",80,86,10.6,4,1.443,16.532,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.023855676,0,0,"29-Sep-21"
"2749","GOA",2007,-623,-2931,NA,147,200701,7,52.90316,-168.52699,52.89833,-168.5067,10,"Shumagin",1,100,"Fox Islands","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",89,96,4.3,3.4,1.499,15.615,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.023406885,0,0,"29-Sep-21"
"2750","GOA",2007,-623,-2932,NA,147,200701,8,53.13375,-167.8468,53.13494,-167.82359,10,"Shumagin",1,100,"Fox Islands","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",87,95,4.1,3.2,1.571,14.325,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.022504575,0,0,"29-Sep-21"
"2751","GOA",2003,1173315,1173459,1175789,134,200301,97,54.76783,-157.8652,54.75732,-157.877,320,"Chirikof",301,500,"Chirikof Slope","CENTRAL GOA","SLOPE",NA,NA,0,"Y","Good performance",330,336,9.5,4.2,1.395,17.095,30060,"Pacific ocean perch","Sebastes alutus",1.2,2,0.023847525,50.31968726,83.86614544,"29-Sep-21"
"2752","GOA",2003,1173315,1173461,1176848,134,200301,100,55.2502,-157.8934,55.25018,-157.86771,21,"Chirikof",1,100,"Semidi Bank","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",75,82,9,6.4,1.616,15.183,30060,"Pacific ocean perch","Sebastes alutus",0.79,1,0.024535728,32.19794416,40.75689134,"29-Sep-21"
"2753","GOA",2003,1173315,1173472,1177131,134,200301,114,55.68635,-156.064,55.69827,-156.0739,220,"Chirikof",201,300,"Lower Shelikof Gully","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",244,250,9.8,4.8,1.499,17.298,30060,"Pacific ocean perch","Sebastes alutus",0.58,1,0.025929702,22.36817068,38.56581152,"29-Sep-21"
"2754","GOA",2005,-610,-12571,NA,134,200501,6,53.17919,-168.12621,53.17712,-168.1041,10,"Shumagin",1,100,"Fox Islands","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",55,63,5.8,5.1,1.514,14.15,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.0214231,0,0,"29-Sep-21"
"2755","GOA",2005,-610,-12588,NA,134,200501,23,54.4394,-163.9388,54.45261,-163.939,11,"Shumagin",1,100,"Davidson Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",75,80,5.3,5.2,1.478,16.55,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.0244609,0,0,"29-Sep-21"
"2756","GOA",2005,-610,-12599,NA,134,200501,34,55.07164,-162.5562,55.05811,-162.5571,12,"Shumagin",1,100,"Lower Alaska Peninsula","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",22,29,5.9,5.7,1.523,13.732,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.020913836,0,0,"29-Sep-21"
"2757","GOA",2005,-610,-12603,NA,134,200501,38,54.38411,-160.8918,54.38602,-160.91319,111,"Shumagin",101,200,"Shumagin Outer Shelf","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",102,108,7.4,5.2,1.424,15.75,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.022428,0,0,"29-Sep-21"
"2758","GOA",2005,-610,-12605,NA,134,200501,40,54.51096,-160.8306,54.51185,-160.8519,110,"Shumagin",101,200,"Sanak Gully","WESTERN GOA","GULLY",NA,NA,0,"Y","Good performance",131,137,7.6,5.2,1.397,16.519,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.023077043,0,0,"29-Sep-21"
"2759","GOA",2005,-610,-12608,NA,134,200501,43,55.02778,-160.1647,55.03355,-160.18719,13,"Shumagin",1,100,"Shumagin Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",28,36,7.1,6,1.599,13.554,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.021672846,0,0,"29-Sep-21"
"2760","GOA",2005,-609,-13335,NA,147,200501,137,57.2485,-155.07001,57.2368,-155.0746,220,"Chirikof",201,300,"Lower Shelikof Gully","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",223,229,9.1,5.3,1.361,18.068,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.024590548,0,0,"29-Sep-21"
"2761","GOA",2005,-609,-13347,NA,147,200501,149,57.98668,-153.5576,57.99296,-153.5387,35,"Kodiak",1,100,"Northern Kodiak Shallows","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",52,60,9.5,6.8,1.339,14.74,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.01973686,0,0,"29-Sep-21"
"2762","GOA",2005,-609,-13376,NA,147,200501,178,59.71961,-152.5029,59.71083,-152.5164,32,"Kodiak",1,100,"Lower Cook Inlet","CENTRAL GOA","SHELF",NA,NA,5.8,"Y","Light footrope contact",71,77,9.7,9.2,1.266,16.006,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.020263596,0,0,"29-Sep-21"
"2763","GOA",2005,-609,-13380,NA,147,200501,182,59.65704,-151.26849,59.65165,-151.2921,32,"Kodiak",1,100,"Lower Cook Inlet","CENTRAL GOA","SHELF",NA,NA,4.1,"Y","Caught large rock",23,30,11.1,7.8,1.491,15.226,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.022701966,0,0,"29-Sep-21"
"2764","GOA",2007,-623,-3091,NA,147,200701,76,54.45051,-159.93781,54.45773,-159.9183,111,"Shumagin",101,200,"Shumagin Outer Shelf","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",133,140,7.3,3.9,1.513,14.691,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.022227483,0,0,"29-Sep-21"
"2765","GOA",2007,-623,-3099,NA,147,200701,84,54.53867,-158.71449,54.54398,-158.69119,320,"Chirikof",301,500,"Chirikof Slope","CENTRAL GOA","SLOPE",NA,NA,0,"Y","Good performance",363,370,8.1,4.2,1.643,15.461,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.025402423,0,0,"29-Sep-21"
"2766","GOA",2003,1173315,1173374,NA,134,200301,137,56.09606,-154.9007,56.0856,-154.9128,22,"Chirikof",1,100,"Chirikof Bank","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",87,93,9.1,6.9,1.417,15.945,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.022594065,0,0,"29-Sep-21"
"2767","GOA",2005,-610,-12639,-356629,134,200501,74,54.797,-157.8842,54.80556,-157.8674,122,"Chirikof",101,200,"Chirikof Outer Shelf","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",187,193,8.3,5.5,1.469,16.314,30060,"Pacific ocean perch","Sebastes alutus",424.33,706,0.023965266,17706.04174,29459.30164,"29-Sep-21"
"2768","GOA",2005,-610,-12650,NA,134,200501,85,55.24824,-155.8669,55.243,-155.8933,520,"Chirikof",701,1000,"Chirikof Slope","CENTRAL GOA","SLOPE",NA,NA,0,"Y","Good performance",727,732,9.7,3.7,1.807,17.292,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.031246644,0,0,"29-Sep-21"
"2769","GOA",2005,-609,-13400,NA,147,200501,202,57.801,-150.98582,57.80804,-150.96899,31,"Kodiak",1,100,"Albatross Banks","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",70,77,10.5,7.7,1.426,15.675,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.02235255,0,0,"29-Sep-21"
"2770","GOA",2007,-623,-3115,NA,147,200701,100,54.8235,-157.5266,54.82846,-157.4863,420,"Chirikof",501,700,"Chirikof Slope","CENTRAL GOA","SLOPE",NA,NA,0,"Y","Good performance",539,546,7.5,4,2.72,15.785,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.0429352,0,0,"29-Sep-21"
"2771","GOA",2007,-623,-3124,NA,147,200701,109,55.47555,-158.554,55.48939,-158.5502,120,"Chirikof",101,200,"East Shumagin Gully","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",138,145,9.6,4,1.587,15.772,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.025030164,0,0,"29-Sep-21"
"2772","GOA",2007,-623,-3139,-63161,147,200701,124,55.68582,-156.8091,55.70002,-156.80521,121,"Chirikof",101,200,"Shelikof Edge","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",102,108,7.7,4.8,1.628,16.257,30060,"Pacific ocean perch","Sebastes alutus",0.266,4,0.026466396,10.05048062,151.1350469,"29-Sep-21"
"2773","GOA",2007,-623,-3141,NA,147,200701,126,55.9249,-156.9612,55.91536,-156.9794,121,"Chirikof",101,200,"Shelikof Edge","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",124,130,7.3,4.5,1.595,16.032,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.02557104,0,0,"29-Sep-21"
"2774","GOA",2003,1173315,1173417,NA,134,200301,166,56.49158,-153.07561,56.49165,-153.0524,31,"Kodiak",1,100,"Albatross Banks","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",65,72,10,7.4,1.451,15.001,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.021766451,0,0,"29-Sep-21"
"2775","GOA",2003,1173315,1173427,NA,134,200301,179,56.5617,-153.47459,56.57375,-153.464,130,"Kodiak",101,200,"Albatross Gullies","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",127,133,10.1,6,1.5,16,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.024,0,0,"29-Sep-21"
"2776","GOA",2003,1173315,1173366,NA,134,200301,191,56.93346,-152.70599,56.93191,-152.7291,130,"Kodiak",101,200,"Albatross Gullies","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",135,141,11.1,5.6,1.436,16.815,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.02414634,0,0,"29-Sep-21"
"2777","GOA",2005,-610,-12676,-357517,134,200501,111,56.28156,-154.50661,56.26938,-154.5024,22,"Chirikof",1,100,"Chirikof Bank","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",80,86,10.3,6.1,1.405,16.173,30060,"Pacific ocean perch","Sebastes alutus",0.208,1,0.022723065,9.153694715,44.00814767,"29-Sep-21"
"2778","GOA",2005,-610,-12684,NA,134,200501,119,56.77562,-153.74969,56.78082,-153.7282,30,"Kodiak",1,100,"Albatross Shallows","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",72,78,9.7,6.5,1.457,14.931,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.021754467,0,0,"29-Sep-21"
"2779","GOA",2005,-609,-13437,-368354,147,200501,239,58.88221,-150.8479,58.88202,-150.8725,131,"Kodiak",101,200,"Portlock Flats","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",167,174,13.3,5.9,1.435,16.353,30060,"Pacific ocean perch","Sebastes alutus",2.768,8,0.023466555,117.9551067,340.9107131,"29-Sep-21"
"2780","GOA",2005,-609,-13444,-368558,147,200501,246,58.70649,-150.66389,58.70829,-150.6871,230,"Kodiak",201,300,"Kenai Gullies","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",205,212,15.2,5.8,1.38,16.474,30060,"Pacific ocean perch","Sebastes alutus",6.692,8,0.02273412,294.3593154,351.8939814,"29-Sep-21"
"2781","GOA",2005,-609,-13455,-368879,147,200501,257,59.01868,-149.2644,59.02353,-149.2876,230,"Kodiak",201,300,"Kenai Gullies","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",219,226,15,5.4,1.462,17.946,30060,"Pacific ocean perch","Sebastes alutus",100.984,190,0.026237052,3848.908025,7241.667242,"29-Sep-21"
"2782","GOA",2005,-609,-13456,-368913,147,200501,258,59.05057,-149.91161,59.03843,-149.8989,230,"Kodiak",201,300,"Kenai Gullies","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",212,219,15.7,5.4,1.572,17.189,30060,"Pacific ocean perch","Sebastes alutus",20.04,26,0.027021108,741.6424227,962.210728,"29-Sep-21"
"2783","GOA",2005,-609,-13457,NA,147,200501,259,59.56586,-150.556,59.55569,-150.56821,33,"Kodiak",1,100,"Kenai Peninsula","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",142,149,14.7,5.9,1.364,16.101,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.021961764,0,0,"29-Sep-21"
"2784","GOA",2005,-609,-13474,-369398,147,200501,276,59.09595,-148.08459,59.10775,-148.0927,134,"Kodiak",101,200,"Kodiak Outer Shelf","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",140,147,14.2,5.6,1.427,16.592,30060,"Pacific ocean perch","Sebastes alutus",0.408,6,0.023676784,17.23207003,253.4127946,"29-Sep-21"
